"","GrLivArea","Neighborhood","LotArea","X1stFlrSF","OverallQual","y_true","y_rf","y_svm_linear","y_svm_radial","y_lda","y_logistic","y_boosting"
"408",1782,"NWAmes",14450,1782,7,0,0,0,0,0,0,1
"409",1211,"NWAmes",13068,1211,6,0,0,0,0,0,0,0
"410",1308,"NWAmes",9743,720,5,0,0,0,0,0,0,0
"411",1792,"NAmes",9000,896,5,0,0,0,0,0,0,0
"412",936,"NAmes",10295,936,4,0,0,0,0,0,0,0
"413",864,"NAmes",7560,864,5,0,0,0,0,0,0,0
"414",2464,"NridgHt",13693,2464,8,1,1,1,0,1,1,1
"415",2790,"NridgHt",12539,1632,10,1,1,1,0,1,1,1
"416",2331,"NridgHt",12151,1414,9,0,1,1,1,1,1,1
"417",2332,"NridgHt",10574,1170,8,0,1,1,1,1,1,1
"418",1576,"Blmngtn",3940,1576,7,0,0,0,0,0,0,0
"419",1986,"Gilbert",8396,847,7,0,1,1,1,0,0,1
"420",1414,"Gilbert",7750,707,7,0,0,0,0,0,0,0
"421",2172,"NoRidge",11000,1533,9,0,1,1,0,1,1,0
"422",2501,"NoRidge",11929,1251,8,1,1,1,0,1,1,1
"423",2197,"NoRidge",10010,1108,7,0,1,1,0,1,1,0
"424",1874,"Somerst",9428,955,8,0,0,0,0,0,0,0
"425",1663,"SawyerW",12774,835,7,0,0,0,0,0,0,0
"426",984,"Sawyer",9100,984,5,0,0,0,0,0,0,0
"427",1430,"Veenker",19508,1430,6,1,0,0,0,0,0,0
"428",1641,"Sawyer",10759,1001,5,0,0,0,0,0,0,0
"429",2944,"Veenker",24572,1599,9,1,1,1,0,1,1,1
"430",1671,"Veenker",16280,1671,8,0,0,0,0,0,0,0
"431",1812,"Somerst",7500,952,7,0,0,0,1,0,0,0
"432",1464,"NAmes",8814,732,5,0,0,0,0,0,0,0
"433",925,"NAmes",8125,925,5,0,0,0,0,0,0,0
"434",1176,"NAmes",8856,1176,5,0,0,0,0,0,0,0
"435",1440,"NAmes",9840,1440,5,0,0,0,0,0,0,0
"436",1764,"NAmes",8838,1764,5,0,0,0,0,0,0,0
"437",1159,"OldTown",7506,747,5,0,0,0,0,0,0,0
"438",1320,"NAmes",8064,819,6,0,0,0,0,0,0,0
"439",1278,"NAmes",7200,854,6,0,0,0,0,0,0,0
"440",407,"OldTown",7311,407,2,0,0,0,0,0,0,0
"441",2350,"OldTown",9600,1377,5,0,0,0,0,0,0,0
"442",1086,"OldTown",11340,723,2,0,0,0,0,0,0,0
"443",984,"OldTown",9750,984,5,0,0,0,0,0,0,0
"444",1342,"BrkSide",6000,874,6,0,0,0,0,0,0,0
"445",1013,"BrkSide",5000,1013,6,0,0,0,0,0,0,0
"446",1716,"BrkSide",9144,1170,6,0,0,0,0,0,0,0
"447",1609,"OldTown",4347,825,6,0,0,0,0,0,0,0
"448",768,"IDOTRR",6291,768,6,0,0,0,0,0,0,0
"449",1536,"IDOTRR",10266,768,6,0,0,0,0,0,0,0
"450",1236,"IDOTRR",7006,788,6,0,0,0,0,0,0,0
"451",1344,"IDOTRR",10320,808,3,0,0,0,0,0,0,0
"452",1034,"Sawyer",7703,1034,6,0,0,0,0,0,0,0
"453",960,"Sawyer",9239,960,5,0,0,0,0,0,0,0
"454",1350,"Sawyer",8375,864,5,0,0,0,0,0,0,0
"455",2037,"SawyerW",10541,1302,7,0,0,0,0,0,0,0
"456",1652,"CollgCr",8998,782,7,0,0,0,0,0,0,0
"457",1558,"CollgCr",14330,1558,5,0,0,0,0,0,0,1
"458",2161,"CollgCr",10400,1290,7,0,1,0,1,1,1,1
"459",2327,"CollgCr",10905,1129,7,1,1,1,0,1,1,1
"460",1764,"CollgCr",11690,886,8,0,0,0,0,0,0,0
"461",1361,"CollgCr",9627,1361,7,0,0,0,0,0,0,0
"462",1920,"SWISU",7804,960,6,0,0,0,0,0,0,0
"463",1316,"Crawfor",8969,672,6,0,0,0,0,0,0,0
"464",1512,"Crawfor",7609,798,8,0,0,0,0,0,0,0
"465",2032,"Mitchel",23730,2032,7,1,1,1,0,0,0,1
"466",1537,"Timber",11563,1537,8,0,0,0,0,0,0,0
"467",1780,"Timber",12852,920,8,0,0,0,0,0,0,0
"468",1587,"NAmes",10667,1587,6,0,0,0,0,0,0,0
"469",1642,"Gilbert",7655,910,6,0,0,0,0,0,0,0
"470",1179,"StoneBr",4740,1179,8,0,0,0,0,0,0,0
"471",2338,"StoneBr",51974,2338,9,1,1,1,0,1,1,1
"472",1337,"NAmes",4113,1337,6,0,0,0,0,0,0,0
"473",1055,"NPkVill",2304,1055,7,0,0,0,0,0,0,0
"474",2656,"NridgHt",13641,1943,9,0,1,1,0,1,1,1
"475",2758,"NridgHt",13654,1722,9,1,1,1,0,1,1,1
"476",2290,"NridgHt",17169,2290,10,0,0,1,0,1,1,0
"477",2100,"NridgHt",9709,958,8,0,0,1,0,1,1,0
"478",2385,"NridgHt",14277,1217,8,0,1,1,0,1,1,1
"479",1554,"NridgHt",4590,1554,8,0,0,0,0,0,0,0
"480",1577,"NridgHt",7841,1577,9,0,0,0,0,0,0,0
"481",1746,"Gilbert",9729,698,6,0,0,0,0,0,0,0
"482",1326,"Gilbert",12216,1326,6,0,0,0,0,0,0,0
"483",1589,"Blmngtn",3621,1589,8,0,1,0,0,0,0,1
"484",1690,"Gilbert",9487,940,6,0,0,0,0,0,0,0
"485",1542,"Somerst",11830,1542,8,0,0,0,0,0,0,0
"486",1534,"Somerst",10612,1534,8,0,0,0,0,0,0,0
"487",1966,"Somerst",12291,1966,10,0,0,0,0,1,1,0
"488",1830,"Somerst",8778,1302,8,0,0,0,0,0,0,0
"489",1335,"Somerst",9000,1335,7,0,0,0,0,0,0,0
"490",1094,"SawyerW",12450,1094,5,0,0,0,0,0,0,0
"491",1040,"Sawyer",7476,1040,5,0,0,0,0,0,0,0
"492",1037,"Sawyer",10751,1037,5,0,0,0,0,0,0,0
"493",2362,"Somerst",8413,1220,8,0,1,1,0,1,1,0
"494",2497,"Veenker",17778,2497,8,0,0,1,0,1,1,0
"495",1074,"NAmes",7450,1074,5,0,0,0,0,0,0,0
"496",1187,"NAmes",14357,1187,5,0,0,0,0,0,0,0
"497",894,"NAmes",8680,894,5,0,0,0,0,0,0,0
"498",1200,"NAmes",8800,1200,7,0,0,0,0,0,0,0
"499",1374,"NAmes",11382,1374,6,0,0,0,0,0,0,0
"500",924,"OldTown",15783,924,5,0,0,0,0,0,0,0
"501",1296,"OldTown",6000,866,6,0,0,0,0,0,0,0
"502",1022,"OldTown",4480,1022,5,0,0,0,0,0,0,0
"503",2454,"OldTown",13500,1312,7,0,0,0,0,0,0,0
"504",968,"OldTown",8626,968,4,0,0,0,0,0,0,0
"505",1409,"BrkSide",6240,861,6,0,0,0,0,0,0,0
"506",1322,"BrkSide",6240,899,5,0,0,0,0,0,0,0
"507",1426,"BrkSide",6240,1014,5,0,0,0,0,0,0,0
"508",1281,"BrkSide",6120,903,5,0,0,0,0,0,0,0
"509",1344,"OldTown",5700,672,7,0,0,0,0,0,0,0
"510",1484,"IDOTRR",10320,866,4,0,0,0,0,0,0,0
"511",999,"Sawyer",11235,999,5,0,0,0,0,0,0,0
"512",1005,"Sawyer",14299,1005,4,0,0,0,0,0,0,0
"513",1630,"Edwards",22692,1630,5,1,0,0,0,0,0,0
"514",943,"Edwards",11515,943,4,0,0,0,0,0,0,0
"515",1873,"CollgCr",10820,988,7,0,0,0,0,0,0,1
"516",879,"CollgCr",9675,879,5,0,0,0,0,0,0,0
"517",875,"CollgCr",7200,875,4,0,0,0,0,0,0,0
"518",1673,"CollgCr",11354,1673,7,0,1,0,0,0,0,1
"519",1476,"CollgCr",8145,738,7,0,0,0,0,0,0,0
"520",1072,"Edwards",3675,1072,6,0,0,0,0,0,0,0
"521",865,"Edwards",10042,740,6,0,0,0,0,0,0,0
"522",1461,"Crawfor",7155,686,6,0,0,0,0,0,0,0
"523",1755,"Crawfor",7810,1230,4,0,0,0,0,0,0,0
"524",1020,"Blueste",3907,1020,8,0,0,0,0,0,0,0
"525",1991,"IDOTRR",8250,1034,5,0,0,0,0,0,0,0
"526",2279,"Timber",19958,2279,6,1,1,1,0,1,1,1
"527",1922,"Timber",11305,1922,8,0,1,0,0,1,1,1
"528",1432,"Mitchel",8286,716,5,0,0,0,0,0,0,0
"529",887,"Mitchel",10447,887,5,0,0,0,0,0,0,0
"530",1293,"NAmes",11027,1293,6,0,0,0,0,0,0,0
"531",1671,"Gilbert",13041,781,6,0,0,0,0,0,0,0
"532",2698,"StoneBr",16052,1850,10,1,1,1,0,1,1,1
"533",1083,"NWAmes",9927,1083,7,0,0,0,0,0,0,0
"534",1103,"NWAmes",10000,1103,6,0,0,0,0,0,0,0
"535",1069,"NPkVill",4043,1069,6,0,0,0,0,0,0,0
"536",1780,"NridgHt",14828,1780,9,0,0,0,0,1,1,0
"537",1492,"Gilbert",9073,738,7,0,0,0,0,0,0,0
"538",1598,"Gilbert",9171,848,7,0,0,0,0,0,0,0
"539",2322,"Gilbert",12104,1082,7,1,1,1,0,0,0,1
"540",2234,"NoRidge",9545,1205,8,0,1,0,1,1,1,1
"541",2726,"NoRidge",10019,1358,8,0,1,1,0,1,1,1
"542",1504,"Somerst",10936,1504,8,0,0,0,0,0,0,0
"543",1716,"Somerst",8125,858,6,0,0,0,0,0,0,0
"544",1142,"SawyerW",7733,1142,6,0,0,0,0,0,0,0
"545",1398,"SawyerW",7175,1398,6,0,0,0,0,0,0,0
"546",1217,"SawyerW",7175,1217,6,0,0,0,0,0,0,0
"547",925,"Sawyer",8638,925,5,0,0,0,0,0,0,0
"548",1024,"Sawyer",13052,1024,5,0,0,0,0,0,0,0
"549",2646,"Veenker",14330,2151,7,0,1,1,0,1,1,0
"550",2826,"NoRidge",11025,1520,8,0,1,1,0,1,1,1
"551",1524,"Somerst",2998,768,6,0,0,0,0,0,0,0
"552",1568,"Somerst",7180,1568,8,0,0,0,0,0,0,0
"553",1193,"NWAmes",13110,1193,5,0,0,0,0,0,0,0
"554",1051,"NAmes",9600,1051,5,0,0,0,0,0,0,0
"555",976,"NAmes",9360,976,6,0,0,0,0,0,0,0
"556",1565,"NAmes",8800,1565,6,0,0,0,0,0,0,0
"557",1584,"NAmes",8917,1584,5,1,0,0,0,0,0,0
"558",1008,"NAmes",12778,1008,5,0,0,0,0,0,0,0
"559",715,"NAmes",10914,715,3,0,0,0,0,0,0,0
"560",1595,"OldTown",7200,774,6,0,0,0,0,0,0,0
"561",1760,"OldTown",10818,981,4,0,0,0,0,0,0,0
"562",1207,"NAmes",9510,1207,6,0,0,0,0,0,0,0
"563",1040,"NAmes",8544,1040,3,0,0,0,0,0,0,0
"564",1556,"NAmes",8512,1556,5,0,0,0,0,0,0,0
"565",1416,"OldTown",9600,940,6,0,0,0,0,0,0,0
"566",2104,"OldTown",6300,1226,7,1,0,1,0,0,0,1
"567",960,"OldTown",9750,960,5,0,0,0,0,0,0,0
"568",1162,"BrkSide",6120,728,3,0,0,0,0,0,0,0
"569",934,"Sawyer",10366,934,6,0,0,0,0,0,0,0
"570",810,"Sawyer",10820,810,5,0,0,0,0,0,0,0
"571",2559,"SawyerW",12128,1313,6,1,1,1,0,1,1,1
"572",1440,"SawyerW",9069,1440,6,0,0,0,0,0,0,0
"573",1100,"CollgCr",13015,1100,5,0,0,0,0,0,0,0
"574",1425,"CollgCr",8685,1425,7,0,0,0,0,0,0,0
"575",1779,"CollgCr",13426,951,7,0,0,0,0,0,0,0
"576",2049,"CollgCr",21533,1065,7,1,1,1,0,1,1,1
"577",1939,"CollgCr",11250,1070,7,0,1,0,0,0,0,1
"578",848,"CollgCr",4435,848,6,0,0,0,0,0,0,0
"579",1646,"Crawfor",3842,1646,8,0,1,0,0,0,0,1
"580",1210,"Mitchel",11080,1210,6,0,0,0,0,0,0,0
"581",1403,"Timber",8098,1403,6,0,0,0,0,0,0,0
"582",1838,"Timber",11577,1838,9,0,1,1,0,1,1,0
"583",1092,"MeadowV",1894,546,4,0,0,0,0,0,0,0
