"","GrLivArea","Neighborhood","LotArea","X1stFlrSF","OverallQual","y_true","y_rf","y_svm_linear","y_svm_radial","y_lda","y_logistic","y_boosting"
"407",1180,"Crawfor",11600,1180,4,0,0,0,0,0,0,0
"408",1839,"Crawfor",14442,1839,6,1,1,1,1,1,1,1
"409",1441,"NPkVill",2289,855,6,0,0,0,0,0,0,0
"410",2046,"StoneBr",11844,2046,8,1,1,1,1,1,1,1
"411",923,"SawyerW",8012,923,6,0,0,0,0,0,0,0
"412",1520,"SWISU",4500,848,5,0,0,0,0,0,0,0
"413",1668,"CollgCr",11248,1668,9,1,1,0,1,0,0,1
"414",1839,"NoRidge",16770,1195,7,1,1,1,1,1,1,1
"415",848,"CollgCr",4426,848,6,0,0,0,0,0,0,0
"416",4316,"NoRidge",21535,2444,10,1,1,1,1,1,1,1
"417",2519,"Timber",26178,1238,7,1,1,1,1,1,1,1
"418",1137,"Timber",13811,1137,6,0,0,0,0,0,0,0
"419",616,"BrkSide",6000,616,5,0,0,0,0,0,0,0
"420",1148,"Edwards",6420,1148,5,0,0,0,0,0,0,0
"421",1800,"Timber",14331,1800,8,1,1,1,1,1,1,1
"422",1164,"NWAmes",9600,1164,7,0,0,0,0,0,0,0
"423",1092,"IDOTRR",5600,372,4,0,0,0,0,0,0,0
"424",1824,"ClearCr",115149,1824,7,1,1,1,1,1,1,1
"425",1324,"NridgHt",6240,1324,8,1,1,0,1,0,0,0
"426",904,"Sawyer",7162,904,5,0,0,0,0,0,0,0
"427",1228,"StoneBr",4671,1228,8,0,0,0,0,0,0,0
"428",960,"BrkSide",9873,960,4,0,0,0,0,0,0,0
"429",1350,"NWAmes",10140,1350,6,0,0,0,0,0,0,0
"430",2554,"OldTown",10800,1576,7,0,0,0,0,0,0,0
"431",971,"CollgCr",9920,971,5,0,0,0,0,0,0,0
"432",848,"CollgCr",4426,848,6,0,0,0,0,0,0,0
"433",864,"NAmes",8120,864,4,0,0,0,0,0,0,0
"434",1470,"Edwards",8172,997,4,0,0,0,0,0,0,0
"435",1698,"Edwards",13286,1698,9,1,1,1,1,0,0,0
"436",864,"NAmes",6960,864,4,0,0,0,0,0,0,0
"437",1680,"Crawfor",21695,1680,6,1,1,1,1,1,1,1
"438",1776,"NAmes",11475,1776,5,0,0,0,0,0,0,0
"439",1616,"StoneBr",5389,1616,8,1,1,0,1,0,0,1
"440",2031,"CollgCr",11404,1153,7,1,1,0,1,1,1,1
"441",948,"Sawyer",8978,948,5,0,0,0,0,0,0,0
"442",1801,"Gilbert",10463,901,8,1,1,0,1,0,0,0
"443",1432,"OldTown",9600,768,5,0,0,0,0,0,0,0
"444",912,"Sawyer",6768,912,6,0,0,0,0,0,0,0
"445",1464,"Sawyer",12886,1464,5,0,0,0,0,0,0,0
"446",2715,"NWAmes",8963,1175,8,1,1,1,1,1,1,1
"447",2256,"Gilbert",8795,980,7,1,1,1,1,0,0,1
"448",2640,"OldTown",11700,1320,7,1,1,1,1,1,1,1
"449",1529,"Edwards",8405,1088,4,0,0,0,0,0,0,0
"450",1320,"Gilbert",7750,660,7,0,0,0,0,0,0,0
"451",1494,"CollgCr",9236,1494,6,1,1,0,1,0,0,0
"452",1026,"NAmes",7930,1026,6,0,0,0,0,0,0,0
"453",1471,"Somerst",3230,742,6,0,0,0,0,0,0,0
"454",1386,"Sawyer",11616,672,6,0,0,0,0,0,0,0
"455",1501,"Somerst",2280,757,7,0,0,0,0,0,0,0
"456",864,"NAmes",9100,864,6,0,0,0,0,0,0,0
"457",1301,"BrkSide",6911,1301,5,0,0,0,0,0,0,0
"458",1547,"Somerst",8640,764,7,1,1,0,1,0,0,0
"459",2365,"NoRidge",9430,1268,8,1,1,1,1,1,1,1
"460",1494,"Veenker",9549,1494,8,1,1,0,1,0,0,1
"461",3279,"StoneBr",53504,1690,8,1,1,1,1,1,1,1
"462",858,"Sawyer",7252,858,5,0,0,0,0,0,0,0
"463",1220,"Edwards",8877,1220,4,0,0,0,0,0,0,0
"464",1117,"Edwards",7819,1117,6,0,0,0,0,0,0,0
"465",1204,"Mitchel",4500,1204,6,0,0,0,0,0,0,0
"466",1614,"CollgCr",11210,1614,7,1,1,0,1,0,0,1
"467",1004,"Mitchel",10530,1004,6,0,0,0,0,0,0,0
"468",1253,"Gilbert",7875,1253,7,0,0,0,0,0,0,0
"469",1603,"SawyerW",7153,810,6,0,0,0,0,0,0,0
"470",1430,"CollgCr",16285,1430,7,0,0,0,0,0,0,0
"471",1110,"Mitchel",9101,1110,5,0,0,0,0,0,0,0
"472",1652,"OldTown",10800,966,5,0,0,0,0,0,0,0
"473",901,"OldTown",6000,901,4,0,0,0,0,0,0,0
"474",2087,"ClearCr",12205,976,6,0,0,1,0,1,1,0
"475",1895,"Gilbert",10832,1086,7,0,0,0,0,0,0,0
"476",1688,"ClearCr",12798,616,6,1,1,0,1,0,0,1
"477",1196,"IDOTRR",4800,1196,4,0,0,0,0,0,0,0
"478",1456,"CollgCr",8199,728,7,0,0,0,0,0,0,0
"479",980,"NAmes",9750,980,5,0,0,0,0,0,0,0
"480",1576,"BrkSide",21384,1072,5,1,1,0,1,0,0,1
"481",1086,"NAmes",13400,1086,5,0,0,0,0,0,0,0
"482",2138,"OldTown",8100,1075,5,0,0,0,0,0,0,0
"483",1442,"NAmes",9750,1442,6,0,0,0,0,0,0,0
"484",1250,"Edwards",8248,686,5,0,0,0,0,0,0,0
"485",1661,"CollgCr",12137,1661,7,1,1,0,1,0,0,1
"486",1008,"NAmes",11425,1008,5,0,0,0,0,0,0,0
"487",1052,"ClearCr",8816,1052,6,0,0,0,0,0,0,0
"488",1640,"CollgCr",7226,798,7,0,0,0,0,0,0,0
"489",936,"OldTown",6000,936,4,0,0,0,0,0,0,0
"490",1489,"SWISU",9900,944,6,0,0,0,0,0,0,0
"491",1489,"Somerst",11216,1489,8,1,1,0,1,0,0,1
"492",1200,"Somerst",3180,520,7,0,0,0,0,0,0,0
"493",1829,"CollgCr",9548,941,7,1,1,0,1,0,0,1
"494",1516,"NAmes",10004,1516,6,0,0,0,0,0,0,0
"495",1144,"NAmes",7875,1144,5,0,0,0,0,0,0,0
"496",1067,"Sawyer",9600,1067,4,0,0,0,0,0,0,0
"497",1482,"SWISU",12155,810,6,0,0,0,0,0,0,0
"498",1165,"NAmes",9020,1165,6,0,0,0,0,0,0,0
"499",1800,"NAmes",8000,1800,5,0,0,0,0,0,0,1
"500",1416,"OldTown",12665,876,5,0,0,0,0,0,0,0
"501",1701,"Sawyer",16647,1701,5,0,0,0,0,0,0,0
"502",1775,"SawyerW",9317,1006,7,1,1,0,1,0,0,0
"503",864,"CollgCr",15523,864,5,0,0,0,0,0,0,0
"504",848,"CollgCr",4435,848,6,0,0,0,0,0,0,0
"505",1646,"Crawfor",7128,918,7,0,0,0,0,0,0,0
"506",1445,"NAmes",12095,1445,6,0,0,0,0,0,0,0
"507",1779,"Sawyer",17920,1779,5,0,0,0,0,0,0,0
"508",1026,"CollgCr",10970,1026,6,0,0,0,0,0,0,0
"509",1481,"Gilbert",8125,702,6,0,0,0,0,0,0,0
"510",2654,"NWAmes",11029,1512,6,1,1,1,1,1,1,1
"511",1426,"Crawfor",7642,912,7,0,0,0,0,0,0,0
"512",1039,"Sawyer",11625,1039,5,0,0,0,0,0,0,0
"513",1097,"SawyerW",9672,1097,6,0,0,0,0,0,0,0
"514",1148,"NAmes",7931,1148,5,0,0,0,0,0,0,0
"515",1646,"Timber",10656,1646,8,1,1,0,1,0,0,1
"516",1949,"SawyerW",9938,1062,7,1,1,0,1,0,0,0
"517",910,"NAmes",8892,910,5,0,0,0,0,0,0,0
"518",1268,"NAmes",12144,1036,5,0,0,0,0,0,0,0
"519",1040,"Mitchel",25286,1040,4,0,0,0,0,0,0,0
"520",1155,"Sawyer",11782,1155,5,0,0,0,0,0,0,0
"521",864,"CollgCr",7000,864,5,0,0,0,0,0,0,0
"522",1090,"Edwards",7024,1090,5,0,0,0,0,0,0,0
"523",1717,"Timber",13758,1187,7,0,0,0,0,0,0,0
"524",1593,"Gilbert",9636,808,6,0,0,0,0,0,0,0
"525",892,"NAmes",7150,892,5,0,0,0,0,0,0,0
"526",1709,"Somerst",5119,1709,9,1,1,0,1,0,0,0
"527",1712,"NAmes",8393,1712,5,0,0,0,0,0,0,0
"528",1393,"Edwards",16466,872,5,0,0,0,0,0,0,0
"529",2217,"NAmes",15865,2217,8,1,1,1,1,0,0,1
"530",1505,"NAmes",12160,1505,6,0,0,0,0,0,0,0
"531",924,"NAmes",8064,672,5,0,0,0,0,0,0,0
"532",1068,"Sawyer",8414,1068,6,0,0,0,0,0,0,0
"533",2240,"SawyerW",7018,1120,5,0,0,1,0,1,1,1
"534",1236,"Sawyer",6993,1236,5,0,0,0,0,0,0,0
"535",858,"NAmes",7340,858,4,0,0,0,0,0,0,0
"536",1306,"NAmes",8712,1306,5,0,0,0,0,0,0,0
"537",1509,"Gilbert",7875,807,7,0,0,0,0,0,0,0
"538",1063,"NAmes",9920,1063,5,0,0,0,0,0,0,0
"539",2057,"Crawfor",11500,1020,7,1,1,1,1,1,1,1
"540",1268,"CollgCr",9286,1268,5,0,0,0,0,0,0,0
"541",1015,"BrkSide",6120,1015,5,0,0,0,0,0,0,0
"542",1224,"Somerst",3000,612,6,0,0,0,0,0,0,0
"543",480,"IDOTRR",9000,480,2,0,0,0,0,0,0,0
"544",1229,"Edwards",17140,1229,4,0,0,0,0,0,0,0
"545",1617,"SawyerW",8012,1617,6,0,0,0,0,0,0,0
"546",2374,"NridgHt",11999,1234,8,1,1,1,1,1,1,1
"547",1978,"NWAmes",9900,1098,7,0,0,0,0,0,0,0
"548",1788,"CollgCr",11838,1788,8,1,1,0,1,0,0,1
"549",1466,"Timber",8925,1466,8,1,1,0,1,0,0,0
"550",1905,"Somerst",11670,1905,9,1,1,1,1,1,1,0
"551",1500,"CollgCr",8487,1500,7,0,0,0,0,0,0,0
"552",747,"BrkSide",5825,747,4,0,0,0,0,0,0,0
"553",1971,"Somerst",9675,1113,7,1,1,0,1,0,0,1
"554",1962,"CollgCr",8760,1391,7,1,1,0,1,0,0,1
"555",2060,"Gilbert",8755,1022,7,1,1,1,1,0,0,1
"556",1440,"Edwards",7711,1440,4,0,0,0,0,0,0,0
"557",1632,"Mitchel",25000,1632,5,0,0,0,0,0,0,0
"558",1869,"OldTown",8820,1188,5,0,0,0,0,0,0,0
"559",1629,"Timber",14536,1629,8,1,1,1,1,1,1,1
"560",1776,"CollgCr",14006,936,7,0,0,0,0,0,0,0
"561",864,"NAmes",7200,864,5,0,0,0,0,0,0,0
"562",965,"SawyerW",7800,965,5,0,0,0,0,0,0,0
"563",768,"CollgCr",7200,768,5,0,0,0,0,0,0,0
"564",1057,"Sawyer",7420,1057,5,0,0,0,0,0,0,0
"565",1337,"CollgCr",8450,1337,7,0,0,0,0,0,0,0
"566",858,"BrkSide",7207,858,5,0,0,0,0,0,0,0
"567",2872,"NWAmes",12227,1542,6,1,1,1,1,1,1,1
"568",1548,"NPkVill",2308,804,6,0,0,0,0,0,0,0
"569",1894,"Timber",11316,824,7,1,1,1,1,1,1,1
"570",1308,"Crawfor",9600,976,5,0,0,0,0,0,0,0
"571",1095,"NAmes",10382,1095,6,0,0,0,0,0,0,0
"572",1192,"NAmes",10800,720,4,0,0,0,0,0,0,0
"573",1626,"NridgHt",2268,764,7,0,0,0,0,0,0,0
"574",918,"SawyerW",7892,918,6,0,0,0,0,0,0,0
"575",1428,"Somerst",11639,1428,7,0,0,0,0,0,0,0
"576",2019,"BrkSide",11414,1136,7,0,0,0,0,0,0,0
"577",869,"BrkSide",5900,869,4,0,0,0,0,0,0,0
"578",894,"Edwards",9450,894,4,0,0,0,0,0,0,0
"579",1121,"Sawyer",8816,1121,5,0,0,0,0,0,0,0
"580",2612,"NoRidge",12203,1276,8,1,1,1,1,1,1,1
"581",2290,"CollgCr",11250,1149,8,1,1,1,1,1,1,1
"582",1164,"Edwards",10880,1164,5,0,0,0,0,0,0,0
"583",1635,"OldTown",5310,1001,6,0,0,0,0,0,0,0
"584",1576,"Somerst",8125,778,7,0,0,0,0,0,0,0
"585",2392,"NoRidge",9452,1407,8,1,1,0,1,1,1,1
"586",1851,"NAmes",9760,1020,6,0,0,0,0,0,0,0
"587",1500,"CollgCr",8846,750,6,0,0,0,0,0,0,0
"588",1718,"NridgHt",12456,1718,10,1,1,1,1,1,1,1
"589",1230,"BrkSide",4712,774,4,0,0,0,0,0,0,0
"590",1442,"NWAmes",11717,1442,6,0,0,0,0,0,0,0
"591",1077,"IDOTRR",9786,1077,3,0,0,0,0,0,0,0
"592",1208,"CollgCr",6762,1208,7,1,1,0,1,0,0,0
"593",944,"Edwards",10206,944,3,0,0,0,0,0,0,0
"594",691,"OldTown",5400,691,5,0,0,0,0,0,0,0
"595",1680,"NWAmes",11500,1680,5,0,0,0,0,0,0,0
"596",985,"CollgCr",8385,985,5,0,0,0,0,0,0,0
"597",1657,"NAmes",12155,1657,6,0,0,0,0,0,0,0
"598",1092,"MeadowV",2217,546,4,0,0,0,0,0,0,0
"599",1710,"Mitchel",12118,1710,7,1,1,1,1,0,0,1
"600",1664,"Edwards",9825,1664,5,0,0,0,0,0,0,0
"601",1022,"OldTown",7200,1022,5,0,0,0,0,0,0,0
"602",1504,"CollgCr",11883,1504,7,1,1,0,1,0,0,1
"603",1472,"Gilbert",10784,802,7,0,0,0,0,0,0,0
"604",1506,"Blmngtn",3013,1506,7,1,1,0,1,0,0,0
"605",1220,"CollgCr",7406,1220,7,0,0,0,0,0,0,0
"606",1504,"Blmngtn",3182,1504,7,0,0,0,0,0,0,0
"607",2898,"Timber",15498,2898,8,1,1,1,1,1,1,1
"608",882,"CollgCr",7700,882,5,0,0,0,0,0,0,0
"609",1264,"NAmes",9300,1264,5,0,0,0,0,0,0,0
"610",1376,"NAmes",9492,968,5,0,0,0,0,0,0,0
"611",1218,"BrDale",1680,672,6,0,0,0,0,0,0,0
"612",1654,"CollgCr",8125,1654,7,1,1,0,1,0,0,1
"613",845,"Edwards",11500,845,4,0,0,0,0,0,0,0
"614",1620,"Timber",12898,1620,9,1,1,0,1,0,0,1
"615",1344,"MeadowV",1533,798,4,0,0,0,0,0,0,0
"616",1803,"Sawyer",13125,1803,5,0,0,0,0,0,0,0
"617",1632,"NWAmes",9130,800,6,0,0,0,0,0,0,0
"618",1306,"NridgHt",5381,1306,6,0,0,0,0,0,0,0
"619",1733,"Edwards",13680,1733,3,0,0,0,0,0,0,0
"620",990,"CollgCr",9245,990,5,0,0,0,0,0,0,0
"621",1771,"Mitchel",21750,1771,5,0,0,1,0,0,0,0
"622",1302,"Gilbert",8993,1302,7,0,0,0,0,0,0,0
"623",1316,"CollgCr",11175,1316,7,1,1,0,1,0,0,0
"624",1977,"NAmes",9500,1127,6,0,0,0,0,0,0,0
"625",1989,"CollgCr",11367,1091,8,1,1,0,1,0,0,1
"626",1523,"NWAmes",11361,1523,6,0,0,0,0,0,0,0
"627",1850,"NoRidge",29959,979,7,1,1,1,1,1,1,1
"628",2184,"NridgHt",11308,1130,9,1,1,1,1,1,1,1
"629",1991,"Crawfor",11275,1096,6,1,1,0,1,1,1,0
"630",1338,"StoneBr",4920,1338,8,1,1,0,1,0,0,0
"631",2337,"OldTown",13600,1422,5,0,0,0,0,0,0,1
"632",1103,"OldTown",6000,1103,6,0,0,0,0,0,0,0
"633",1154,"NAmes",11000,1154,5,0,0,0,0,0,0,0
"634",2260,"ClearCr",14000,1306,7,1,1,0,1,1,1,1
"635",1571,"Gilbert",7837,799,6,0,0,0,0,0,0,0
"636",2521,"MeadowV",3964,1291,6,0,0,1,0,1,1,0
"637",893,"NAmes",9600,893,5,0,0,0,0,0,0,0
"638",1048,"NAmes",10152,1048,5,0,0,0,0,0,0,0
"639",1556,"NWAmes",11700,829,6,0,0,0,0,0,0,0
"640",1456,"Edwards",7585,1002,5,0,0,0,0,0,0,0
"641",1426,"Edwards",7950,698,6,0,0,0,0,0,0,0
"642",1466,"OldTown",10800,1096,5,0,0,0,0,0,0,0
"643",848,"CollgCr",4435,848,6,0,0,0,0,0,0,0
"644",1251,"NAmes",8800,1251,6,0,0,0,0,0,0,0
"645",1498,"Gilbert",13031,691,6,0,0,0,0,0,0,0
"646",1953,"Somerst",10574,1082,8,1,1,0,1,1,1,1
"647",1247,"Somerst",3316,1247,8,0,0,0,0,0,0,0
"648",1252,"Somerst",2160,624,7,0,0,0,0,0,0,0
"649",1694,"SWISU",8400,1390,6,0,0,0,0,0,0,0
"650",1314,"CollgCr",9317,1314,6,0,0,0,0,0,0,0
"651",1355,"IDOTRR",6882,773,6,0,0,0,0,0,0,0
"652",1088,"StoneBr",3696,1088,8,0,0,0,0,0,0,0
"653",438,"SWISU",8400,438,2,0,0,0,0,0,0,0
"654",950,"NAmes",9758,950,5,0,0,0,0,0,0,0
"655",1442,"SawyerW",10357,1442,7,0,0,0,0,0,0,0
"656",1658,"Gilbert",8000,773,6,0,0,0,0,0,0,0
"657",816,"NAmes",7100,816,5,0,0,0,0,0,0,0
"658",1734,"NridgHt",12085,1734,8,1,1,1,1,0,0,1
"659",894,"Sawyer",9764,894,5,0,0,0,0,0,0,0
"660",1040,"NAmes",7560,1040,5,0,0,0,0,0,0,0
"661",1012,"IDOTRR",8263,1012,6,0,0,0,0,0,0,0
"662",1552,"CollgCr",10084,1552,7,1,1,0,1,0,0,1
"663",698,"Edwards",9405,698,5,0,0,0,0,0,0,0
"664",1005,"NAmes",10434,1005,4,0,0,0,0,0,0,0
"665",1555,"Blmngtn",3684,1555,7,0,0,0,0,0,0,0
"666",1530,"Gilbert",14572,1530,7,1,1,0,1,0,0,1
"667",974,"Mitchel",10712,974,5,0,0,0,0,0,0,0
"668",2210,"OldTown",9900,1178,6,0,0,0,0,0,0,0
"669",2020,"SawyerW",9828,1142,8,1,1,0,1,0,0,1
"670",986,"BrkSide",6180,986,6,0,0,0,0,0,0,0
"671",1020,"Sawyer",6342,780,5,0,0,0,0,0,0,0
"672",1567,"Mitchel",9819,1567,6,0,0,0,0,0,0,0
"673",1167,"BrkSide",8731,1167,5,0,0,0,0,0,0,0
"674",952,"NAmes",7350,952,5,0,0,0,0,0,0,0
"675",2828,"CollgCr",9965,1466,8,1,1,1,1,1,1,1
"676",1006,"Sawyer",9000,1006,5,0,0,0,0,0,0,0
"677",1576,"BrkSide",6240,1042,5,0,0,0,0,0,0,0
"678",1482,"OldTown",9000,832,7,0,0,0,0,0,0,0
"679",1811,"Crawfor",14115,1811,6,1,1,1,1,1,1,1
"680",816,"IDOTRR",5890,816,6,0,0,0,0,0,0,0
"681",1820,"NAmes",13700,902,7,1,1,1,1,0,0,1
"682",1437,"Veenker",10768,1437,5,1,1,0,1,0,0,0
"683",1314,"NridgHt",5001,1314,7,1,1,0,1,0,0,1
"684",1876,"NWAmes",9120,943,6,0,0,0,0,0,0,0
"685",1456,"NPkVill",2280,855,6,0,0,0,0,0,0,0
"686",1258,"Sawyer",12900,1258,4,0,0,0,0,0,0,0
"687",1502,"NridgHt",9541,1502,7,1,1,0,1,0,0,1
"688",1694,"CollgCr",10475,1694,8,1,1,0,1,0,0,0
"689",1671,"Gilbert",10852,959,6,0,0,0,0,0,0,0
"690",2108,"Edwards",13728,1236,6,1,1,1,1,0,0,1
"691",3627,"NoRidge",35760,1831,10,1,1,1,1,1,1,1
"692",1118,"Mitchel",9880,1118,6,0,0,0,0,0,0,0
"693",1261,"NAmes",9120,1261,6,0,0,0,0,0,0,0
"694",1250,"Somerst",4017,625,7,0,0,0,0,0,0,0
"695",3086,"ClearCr",18030,1636,5,1,1,1,1,1,1,1
"696",2345,"Crawfor",16560,1170,6,1,1,1,1,1,1,1
"697",923,"Mitchel",6951,923,5,0,0,0,0,0,0,0
"698",1343,"Crawfor",7681,820,5,0,0,0,0,0,0,0
"699",1124,"Edwards",8335,1124,5,0,0,0,0,0,0,0
"700",1652,"Crawfor",5587,1652,8,1,1,0,1,0,0,1
"701",4476,"NoRidge",15623,2411,10,1,1,1,1,1,1,1
"702",1130,"OldTown",10800,1130,5,0,0,0,0,0,0,0
"703",1572,"Timber",35133,1572,5,0,0,1,0,1,1,0
"704",1221,"Edwards",9738,949,5,0,0,0,0,0,0,0
"705",1660,"CollgCr",8935,831,7,0,0,0,0,0,0,0
"706",1804,"Gilbert",7500,1028,7,0,0,0,0,0,0,0
"707",1622,"Mitchel",32463,1622,4,0,0,0,0,0,0,0
"708",1441,"Somerst",2645,764,8,0,0,0,0,0,0,0
"709",1472,"OldTown",9600,842,5,0,0,0,0,0,0,0
"710",1224,"Mitchel",4500,1224,6,0,0,0,0,0,0,0
"711",1456,"Gilbert",8029,728,6,0,0,0,0,0,0,0
"712",1863,"Gilbert",14054,879,7,1,1,1,1,0,0,1
"713",1690,"OldTown",8850,815,7,0,0,0,0,0,0,0
"714",864,"NAmes",9353,864,4,0,0,0,0,0,0,0
"715",1779,"CollgCr",10400,866,7,0,0,0,0,0,0,0
"716",1630,"CollgCr",9750,1630,7,1,1,0,1,0,0,1
"717",2196,"SawyerW",14684,2196,7,1,1,1,1,0,0,1
"718",1056,"SawyerW",8900,1056,4,0,0,0,0,0,0,0
"719",1700,"CollgCr",9135,1700,6,1,1,0,1,0,0,1
"720",1283,"NAmes",7763,1283,5,0,0,0,0,0,0,0
"721",1845,"SawyerW",11218,1055,6,0,0,0,0,0,0,0
"722",1752,"Gilbert",12134,1080,8,0,0,1,0,0,0,0
"723",672,"Edwards",9340,672,4,0,0,0,0,0,0,0
"724",960,"Sawyer",10246,960,4,0,0,0,0,0,0,0
"725",999,"NAmes",10205,999,5,0,0,0,0,0,0,0
"726",1902,"Sawyer",8930,1318,6,0,0,0,0,0,0,0
"727",1218,"BrDale",1680,672,6,0,0,0,0,0,0,0
"728",912,"NAmes",7800,912,5,0,0,0,0,0,0,0
"729",2136,"NAmes",10680,2136,5,0,0,0,0,0,0,0
"730",1138,"NAmes",10482,1138,6,0,0,0,0,0,0,0
"731",1933,"Somerst",14598,894,6,1,1,1,1,1,1,1
"732",1702,"NridgHt",8769,1702,9,1,1,0,1,0,0,1
"733",2620,"Sawyer",18890,1361,5,0,0,0,0,1,1,0
"734",1190,"NAmes",7728,1190,5,0,0,0,0,0,0,0
"735",1224,"NAmes",9842,1224,4,0,0,0,0,0,0,0
"736",1964,"SWISU",8525,1024,5,0,0,0,0,0,0,0
"737",1948,"CollgCr",12393,847,7,0,0,1,0,0,0,1
"738",1141,"SawyerW",13072,1141,6,0,0,0,0,0,0,0
"739",1689,"Somerst",9849,1689,7,1,1,0,1,0,0,1
"740",1173,"NWAmes",10625,1173,7,0,0,0,0,0,0,0
"741",2076,"NridgHt",13891,2076,10,1,1,0,1,1,1,1
"742",1034,"Mitchel",12328,1034,6,0,0,0,0,0,0,0
"743",2058,"OldTown",9600,1134,6,0,0,0,0,0,0,0
"744",1405,"NridgHt",3136,1405,7,0,0,0,0,0,0,0
"745",2167,"Veenker",17542,1516,7,1,1,1,1,1,1,1
"746",1656,"Edwards",6931,760,7,0,0,0,0,0,0,0
"747",1367,"BrkSide",6240,959,6,0,0,0,0,0,0,0
"748",1987,"NoRidge",14303,1987,8,1,1,0,1,1,1,1
"749",1675,"Gilbert",24682,892,6,0,0,0,0,0,0,0
"750",1337,"NAmes",4060,1337,6,0,0,0,0,0,0,0
"751",1452,"Somerst",3735,713,7,0,0,0,0,0,0,0
"752",2018,"Timber",13214,2018,9,1,1,1,1,1,1,1
"753",3447,"Crawfor",14100,1968,8,1,1,1,1,1,1,1
"754",1489,"NWAmes",9156,1489,6,0,0,0,0,0,0,0
"755",935,"Sawyer",13526,935,5,0,0,0,0,0,0,0
"756",1357,"Edwards",11512,1357,6,0,0,0,0,0,0,0
"757",1724,"NWAmes",17871,1724,6,0,0,0,0,0,0,0
"758",1573,"CollgCr",9808,1573,7,1,1,0,1,0,0,1
"759",1339,"Timber",8049,1339,7,0,0,0,0,0,0,0
"760",1824,"Mitchel",9400,912,6,0,0,0,0,0,0,0
"761",2447,"SWISU",9638,1699,6,0,0,0,0,0,0,0
"762",1412,"BrkSide",6000,825,6,0,0,0,0,0,0,0
"763",1328,"NWAmes",9790,1328,6,0,0,0,0,0,0,0
"764",1582,"ClearCr",36500,1582,5,0,0,1,0,1,1,0
"765",1659,"StoneBr",5664,1659,8,1,1,0,1,0,0,1
"766",1302,"BrDale",1680,630,5,0,0,0,0,0,0,0
"767",1052,"NAmes",8400,1052,5,0,0,0,0,0,0,0
"768",1128,"NAmes",8700,1128,5,0,0,0,0,0,0,0
"769",1072,"Edwards",3675,1072,6,0,0,0,0,0,0,0
"770",5642,"Edwards",63887,4692,10,0,0,1,0,1,1,0
"771",1246,"NAmes",7500,1246,5,0,0,0,0,0,0,0
"772",1983,"Gilbert",10762,1005,7,1,1,0,1,0,0,1
"773",1494,"Crawfor",7500,753,6,0,0,0,0,0,0,0
"774",2526,"NoRidge",10120,1203,8,1,1,1,1,1,1,1
"775",1616,"Somerst",8688,1616,7,1,1,0,1,0,0,1
"776",1652,"NridgHt",13173,1652,9,1,1,1,1,0,0,1
"777",1368,"NridgHt",6955,1368,7,1,1,0,1,0,0,0
"778",990,"CollgCr",8072,990,5,0,0,0,0,0,0,0
"779",1902,"Crawfor",17500,1902,7,1,1,1,1,1,1,1
"780",1274,"CollgCr",8814,1274,7,1,1,0,1,0,0,0
"781",2810,"NoRidge",9572,1453,8,1,1,1,1,1,1,0
"782",2599,"NoRidge",14774,1422,9,1,1,1,1,1,1,1
"783",1352,"Somerst",4230,1352,7,1,1,0,1,0,0,0
"784",1478,"NAmes",8400,1478,6,0,0,0,0,0,0,0
"785",720,"BrkSide",6627,720,3,0,0,0,0,0,0,0
"786",1795,"Somerst",9986,1795,8,0,0,0,0,0,0,0
"787",796,"IDOTRR",3636,796,4,0,0,0,0,0,0,0
"788",2792,"OldTown",10440,1584,6,1,1,1,1,1,1,1
"789",1632,"Gilbert",9084,955,7,0,0,0,0,0,0,0
"790",954,"CollgCr",10780,954,5,0,0,0,0,0,0,0
"791",1365,"BrDale",2368,765,5,0,0,0,0,0,0,0
"792",693,"OldTown",4118,693,4,0,0,0,0,0,0,0
"793",1861,"CollgCr",13450,920,7,1,1,0,1,0,0,1
"794",864,"CollgCr",9560,864,5,0,0,0,0,0,0,0
"795",872,"NAmes",8294,872,4,0,0,0,0,0,0,0
"796",1114,"SawyerW",13695,1114,6,0,0,0,0,0,0,0
"797",2169,"CollgCr",9375,1284,8,1,1,0,1,1,1,1
"798",1913,"Crawfor",7558,1172,6,0,0,0,0,1,1,0
"799",1456,"CollgCr",11103,728,7,0,0,0,0,0,0,0
"800",2156,"NWAmes",20781,2156,7,1,1,1,1,1,1,1
"801",1776,"Timber",15306,1776,8,1,1,1,1,1,1,1
"802",1494,"SawyerW",16196,1494,7,1,1,0,1,0,0,1
"803",2358,"OldTown",5250,938,8,0,0,0,0,0,0,0
"804",2634,"NAmes",11643,1338,5,1,1,1,1,1,1,1
"805",1716,"NAmes",9247,858,6,0,0,0,0,0,0,0
"806",3238,"NoRidge",14720,2053,8,1,1,1,1,1,1,1
"807",1865,"CollgCr",10316,992,7,1,1,0,1,0,0,1
"808",1920,"NWAmes",10192,1222,7,0,0,0,0,0,0,0
"809",1078,"NAmes",12537,1078,5,0,0,0,0,0,0,0
"810",1980,"NridgHt",16737,1980,9,1,1,1,1,1,1,1
"811",2601,"SWISU",9842,990,5,0,0,0,0,0,0,0
"812",1530,"StoneBr",16158,1530,7,1,1,1,1,0,0,1
"813",1674,"Somerst",7500,814,7,1,1,0,1,0,0,1
"814",1790,"CollgCr",9179,882,7,0,0,0,0,0,0,0
